ticker,date,time,headline,neg,neu,pos,compound
AMZN,2020-05-18,02:02PM,Dow Jones News: Microsoft Partners With FedEx; Apple Stock Rises as Stores Slowly Reopen,0.0,1.0,0.0,0.0
AMZN,2020-05-18,01:52PM,Microsoft Bets on Startups to Boost Growth,0.0,0.485,0.515,0.6486
AMZN,2020-05-18,01:21PM,CEO of North Face and Vans owner says he is hunting for deals,0.0,1.0,0.0,0.0
AMZN,2020-05-18,01:09PM,Best Buy Jumps Almost 10% on Analyst Upgrade,0.0,0.625,0.375,0.6369
AMZN,2020-05-18,12:52PM,J.C. Penney bankruptcy aftermath: 700 very large stores may completely vanish,0.0,1.0,0.0,0.0
AMZN,2020-05-18,12:30PM,Can Disney+ Attract Over 200 Million Subscribers by 2025?,0.0,0.762,0.238,0.3612
AMZN,2020-05-18,12:30PM,Better Buy: Etsy vs. Amazon,0.0,0.395,0.605,0.5574
AMZN,2020-05-18,12:00PM,The 1 Stock I'm Buying Regardless of How COVID-19 Evolves,0.0,1.0,0.0,0.0
AMZN,2020-05-18,11:40AM,EBAY vs. AMZN: Which Stock Is the Better Value Option?,0.0,0.602,0.398,0.6486
AMZN,2020-05-18,11:13AM,3 Funds Set to Gain From Big Tech's Internet Projects,0.0,0.702,0.298,0.5267
AMZN,2020-05-18,11:05AM,Amazon's French warehouses to resume work with 30% of staff on Tuesday - unions,0.0,1.0,0.0,0.0
AMZN,2020-05-18,10:53AM,You Might Not Be Able to Stream HBO Max on Your Fire TV,0.167,0.833,0.0,-0.34
AMZN,2020-05-18,10:30AM,Warren Buffett Stocks Ranked: The Berkshire Hathaway Portfolio,0.0,1.0,0.0,0.0
AMZN,2020-05-18,10:09AM,Amazon's (AMZN) New Fire HD 8 Family Expands Tablet Portfolio,0.222,0.648,0.13,-0.25
AMZN,2020-05-18,10:00AM,American Express CEO to employees: Plan to work from home for the rest of 2020,0.0,1.0,0.0,0.0
AMZN,2020-05-18,10:00AM,Stripe picks $1 mln in carbon-removal projects to spur industry,0.0,1.0,0.0,0.0
AMZN,2020-05-18,09:59AM,"The Zacks Analyst Blog Highlights: Alibaba, Amazon, Microsoft and Netflix",0.0,0.841,0.159,0.1779
AMZN,2020-05-18,09:24AM,The 3 Best Cloud Stocks Not Named Amazon or Microsoft,0.119,0.55,0.33,0.5693
AMZN,2020-05-18,09:02AM,Every Warren Buffett Stock Ranked: The Berkshire Hathaway Portfolio,0.0,1.0,0.0,0.0
AMZN,2020-05-18,09:00AM,The 3 Best E-Commerce Stocks Not Named Amazon,0.142,0.467,0.392,0.5693
AMZN,2020-05-18,08:55AM,"FedEx, Microsoft Join Forces Against Amazon for Package Shipping",0.0,0.642,0.358,0.4404
AMZN,2020-05-18,08:27AM,"Already Soaring, This Online Retail ETF Has E-Commerce Trends In Its Favor",0.0,0.803,0.197,0.4019
AMZN,2020-05-18,07:00AM,FOCUS-Automated delivery cashes in on pandemic-driven demand,0.2,0.8,0.0,-0.128
AMZN,2020-05-17,04:44PM,3 Michael Jordan-Endorsed Companies That Are Great Buys Even Today,0.0,0.661,0.339,0.6249
AMZN,2020-05-17,01:00PM,Our New Stay-at-Home Habits May Stick Around,0.0,1.0,0.0,0.0
AMZN,2020-05-17,12:50PM,Why Youre Smart to Buy Pinterest,0.0,0.649,0.351,0.4019
AMZN,2020-05-17,11:04AM,Are Stitch Fix's Sales Secretly Soaring?,0.0,1.0,0.0,0.0
AMZN,2020-05-17,10:38AM,The 3 Top Consumer Discretionary Stocks to Buy Now,0.0,0.795,0.205,0.2023
AMZN,2020-05-17,09:46AM,Apple TV+ Is Getting a Quarantine Boost,0.0,0.649,0.351,0.4019
AMZN,2020-05-17,09:03AM,Better Buy: Amazon vs. Ulta,0.0,0.395,0.605,0.5574
AMZN,2020-05-17,08:58AM,Amazons Response To Judiciary Committee Unacceptable Tweets Jerry Nadler,0.369,0.631,0.0,-0.4767
AMZN,2020-05-17,07:32AM,These Are the 5 Best Warren Buffett Stocks You Can Buy Right Now,0.0,0.724,0.276,0.6369
AMZN,2020-05-17,07:04AM,"$3,000 Invested in These 3 Industries Could Make You a Fortune Over the Next 10 Years",0.0,1.0,0.0,0.0
AMZN,2020-05-17,02:35AM,Economic Calendar - Top 5 Things to Watch This Week,0.0,0.795,0.205,0.2023
AMZN,2020-05-16,08:00PM,The Coronavirus Isn't the End of Your Career,0.0,1.0,0.0,0.0
AMZN,2020-05-16,03:14PM,"If you could buy only one stock ETF, this would be it  and it doesnt track the S&P 500",0.0,1.0,0.0,0.0
